steps,voltage_mV,pressure,temperature_C,humidity_percent,hour,minute
20912,3.61,1,22.35,15.01,19,32
20912,4.82,3,8.88,16.29,19,32
20914,4.96,5,21.29,51.16,19,32
20914,0.85,3,26.63,46.02,19,32
20914,99.0,33,26.22,66.63,19,32
20916,51.74,19,27.09,41.06,19,32
20918,2.18,3,9.26,50.59,19,32
20920,33.95,15,25.49,12.34,19,32
20918,51.73,25,57.76,52.94,19,32
20920,59.39,19,20.45,62.44,19,32
20921,37.55,16,8.83,47.23,19,32
20921,3.74,1,23.75,12.62,19,32
20925,53.0,22,23.04,17.3,19,32
20926,2.89,5,27.96,52.7,19,32
20924,50.39,12,25.67,47.6,19,32
20926,1.22,7,53.38,89.07,19,32
20927,88.95,25,22.8,67.92,19,32
20928,77.65,27,33.92,19.91,19,32
20930,3.96,9,33.17,59.81,19,32
20931,99.6,27,30.94,42.23,19,32
20933,31.52,12,30.73,41.3,19,32
20931,88.8,25,20.15,43.72,19,32
20933,4.65,6,24.89,69.5,19,32
20936,59.3,15,28.98,63.42,19,32
20934,64.88,18,33.67,57.12,19,32
20936,67.52,25,25.76,56.17,19,32
20939,0.8,2,26.95,47.3,19,32
20938,68.07,29,55.85,61.54,19,33
20940,37.55,19,57.93,66.55,19,33
20940,2.34,4,20.99,68.2,19,33
20943,3.26,7,57.47,55.77,19,33
20943,32.3,15,6.22,44.36,19,33
20943,26.01,12,24.14,14.28,19,33
20946,63.5,19,30.29,56.75,19,33
20944,87.6,32,27.02,13.6,19,33
20947,36.17,19,5.66,62.54,19,33
20949,132.77120000000002,34,32.13,51.63,19,33
20950,116.93,34,30.98,58.42,19,33
20951,37.48,15,46.74,43.99,19,33
20952,111.02,28,32.03,57.96,19,33
20950,82.26,27,22.98,68.28,19,33
20952,3.96,1,34.99,51.15,19,33
20955,59.2,27,26.22,11.14,19,33
20954,20.54,16,9.22,17.93,19,33
20954,3.93,8,55.88,56.18,19,33
20955,27.37,13,31.4,15.06,19,33
20958,4.68,6,25.17,15.33,19,33
20959,4.37,5,23.86,88.85,19,33
20960,2.53,7,21.21,93.05,19,33
20959,91.06,30,29.91,52.43,19,33
20961,1.78,4,23.27,45.93,19,33
20961,2.28,3,29.71,56.74,19,33
20965,0.48,3,24.13,42.46,19,33
20965,40.92,16,21.33,91.98,19,33
20967,1.66,1,25.53,58.45,19,33
20965,1.34,10,34.57,55.74,19,33
20967,111.27,29,31.28,64.31,19,33
20970,39.72,22,53.34,68.67,19,33
20971,2.88,8,5.53,60.16,19,33
20970,52.71,16,26.18,43.05,19,33
20972,71.23,22,27.14,51.37,19,33
20972,1.73,4,34.83,85.67,19,33
20972,87.25,34,34.13,44.55,19,33
20976,112.16,34,25.73,63.93,19,33
20977,45.45,26,9.98,52.94,19,33
20975,52.31,20,26.6,87.98,19,33
20977,94.79,32,23.15,88.79,19,33
20980,90.25,35,20.42,44.51,19,33
20980,103.15,28,27.44,59.94,19,33
20981,62.69,28,6.33,53.81,19,33
20982,25.25,13,48.67,85.81,19,33
20984,107.92,35,24.62,55.45,19,33
20983,4.21,9,24.81,54.38,19,33
20986,3.38,4,6.11,52.33,19,33
20984,4.5,2,27.01,19.39,19,33
20987,80.3,34,21.75,13.88,19,33
20989,62.95,25,33.28,56.74,19,33
20990,85.07,31,34.67,14.79,19,33
20991,103.38,25,24.73,60.66,19,33
20992,63.03,22,27.48,14.69,19,33
20993,1.55,3,26.22,94.03,19,33
20991,2.21,3,6.56,59.21,19,33
20994,97.06,33,28.9,41.46,19,33
20996,87.64,26,33.27,60.52,19,33
20997,97.36,25,26.14,69.43,19,33
20997,25.57,17,55.59,52.21,19,33
20997,55.34,16,24.25,54.44,19,33
20997,48.34,18,21.28,44.53,19,34
21000,50.04,15,20.88,61.98,19,34
21000,4.83,9,22.11,44.91,19,34
21000,1.27,5,32.43,65.83,19,34
21002,76.11,30,23.57,66.62,19,34
21005,77.27,21,32.08,64.38,19,34
21003,49.85,22,31.74,12.77,19,34
21005,106.84,29,34.52,69.72,19,34
21006,3.63,1,21.41,50.46,19,34
21007,1.8,9,26.78,67.91,19,34
21007,73.73,21,25.67,43.25,19,34
21011,4.34,4,32.64,87.2,19,34
21012,51.54,14,32.22,90.0,19,34
21012,35.1,13,34.54,53.82,19,34
21014,3.59,2,34.86,18.43,19,34
21015,3.29,5,20.74,49.32,19,34
21013,114.17,34,22.48,56.45,19,34
21017,1.21,2,23.14,46.14,19,34
21018,61.45,31,55.28,56.77,19,34
21018,1.37,11,27.14,40.53,19,34
21017,1.91,9,20.57,53.74,19,34
21020,44.31,18,20.18,11.14,19,34
21022,91.81,35,31.22,65.85,19,34
21023,0.35,3,29.78,68.73,19,34
21023,3.85,11,58.45560000000002,64.61,19,34
21023,52.73,18,30.65,15.06,19,34
21023,2.7,4,23.27,57.07,19,34
21025,88.55,32,30.85,45.48,19,34
21025,79.4,33,34.54,11.46,19,34
21027,4.08,4,22.3,43.61,19,34
21027,53.6,19,20.56,47.11,19,34
21030,76.26,23,30.89,68.84,19,34
21031,3.87,4,28.14,18.79,19,34
21033,40.52,25,7.14,55.8,19,34
21034,90.75,32,23.53,59.18,19,34
21034,0.91,6,20.76,85.85,19,34
21035,0.42,3,33.97,61.55,19,34
21034,64.35,23,32.67,63.51,19,34
21035,98.92,25,26.52,68.35,19,34
21037,4.59,2,31.96,52.65,19,34
21038,67.87,24,34.57,43.41,19,34
21039,57.15,22,25.35,87.5,19,34
21042,44.59,13,30.61,56.2,19,34
21042,82.84,32,22.36,43.31,19,34
21044,1.22,3,32.76,60.72,19,34
21045,3.4,2,35.0,90.53,19,34
21043,4.15,2,34.59,56.88,19,34
21047,2.5,6,46.15,46.76,19,34
21048,3.99,5,33.63,42.37,19,34
21046,0.81,4,22.6,56.99,19,34
21047,54.45,15,31.57,44.19,19,34
21051,58.54,26,52.39,65.17,19,34
21049,2.11,9,45.53,94.03,19,34
21053,51.72,25,5.61,68.12,19,34
21051,4.2,6,22.24,56.4,19,34
21053,1.76,8,22.26,58.7,19,34
21053,47.98,20,34.18,13.84,19,34
21054,86.48,21,22.66,67.33,19,34
21055,35.13,17,48.01,55.93,19,34
21056,53.33,31,8.3,49.77,19,34
21058,2.84,11,5.53,19.05,19,35
21061,80.68,20,22.96,47.4,19,35
21062,60.95,23,24.79,44.71,19,35
21061,102.93,28,29.23,49.92,19,35
21062,108.94,35,27.92,48.24,19,35
21062,56.55,14,22.85,42.83,19,35
21065,83.22,33,29.59,65.75,19,35
21067,44.22,13,28.63,87.69,19,35
21065,2.83,2,32.22,65.59,19,35
21069,99.04,25,27.41,41.4,19,35
21070,124.06,35,28.21,49.82,19,35
21069,62.69,23,26.25,52.53,19,35
21072,96.22,30,21.72,46.97,19,35
21070,50.66,26,27.69,11.14,19,35
21073,45.73,12,27.11,50.25,19,35
21072,72.62,34,49.53,67.34,19,35
21076,0.9,1,31.62,42.55,19,35
21076,2.41,1,46.83,50.11,19,35
21077,4.25,3,23.21,44.61,19,35
21077,53.92,16,31.4,61.03,19,35
21079,40.03,13,27.75,40.0,19,35
21079,48.21,13,32.05,42.9,19,35
21082,3.02,1,29.11,53.03,19,35
21082,2.12,9,32.8,40.45,19,35
21083,80.1,20,34.78,41.01,19,35
21083,0.74,4,46.35,57.34,19,35
21083,1.91,9,31.17,64.46,19,35
21085,83.81,22,34.53,50.07,19,35
21087,67.92,24,34.69,43.09,19,35
21086,61.83,18,33.72,58.42,19,35
21090,0.18,10,52.27,41.18,19,35
21091,4.7,5,47.74,50.95,19,35
21089,1.32,9,27.09,50.76,19,35
21093,0.75,5,29.09,42.27,19,35
21092,122.77,32,26.07,47.92,19,35
21092,73.31,28,26.99,17.75,19,35
21095,41.67,13,32.59,55.16,19,35
21096,87.61,24,29.48,46.21,19,35
21096,4.04,6,25.65,54.43,19,35
21096,4.37,6,23.71,43.26,19,35
21099,4.68,3,54.91,94.03,19,35
21098,60.04,22,22.55,55.54,19,35
21102,88.17,21,32.58,64.37,19,35
21101,40.51,15,28.58,47.04,19,35
21103,92.16,29,27.77,52.97,19,35
21102,3.22,1,21.35,45.89,19,35
21104,52.54,19,20.82,57.75,19,35
21106,36.3,14,27.21,65.02,19,35
21108,4.32,5,8.54,57.73,19,35
21107,2.18,2,22.04,55.69,19,35
21110,82.43,31,20.45,94.03,19,35
21110,31.92,15,5.53,59.47,19,35
21110,82.94,20,22.31,48.83,19,35
21111,127.7,31,23.78,67.22,19,35
21113,107.59,33,24.77,48.11,19,35
21112,72.75,30,57.53,86.08,19,35
21114,41.19,29,47.51,13.01,19,35
21117,99.05,28,29.14,44.83,19,35
21115,119.79,35,22.88,45.9,19,35
21119,58.62,17,28.75,52.74,19,35
21117,4.61,7,27.56,92.07,19,36
21119,91.79,24,32.77,54.91,19,36
21120,79.01,28,31.99,63.39,19,36
21120,49.63,21,9.47,64.02,19,36
21123,2.5,3,47.15,66.55,19,36
21123,0.89,1,29.4,44.38,19,36
21123,4.61,5,26.81,18.37,19,36
21126,1.16,3,24.5,48.03,19,36
21125,4.03,6,21.01,69.74,19,36
21129,82.9,23,32.6,60.8,19,36
21128,23.83,14,7.55,58.61,19,36
21131,3.2,8,26.25,68.0,19,36
21132,118.73,31,22.51,66.67,19,36
21132,106.67,31,31.42,41.59,19,36
21133,85.89,31,28.87,45.95,19,36
21133,82.53,25,23.24,52.33,19,36
21135,124.48,34,34.75,45.03,19,36
21136,132.46,33,22.39,44.1,19,36
21137,96.57,28,28.94,89.27,19,36
21136,74.53,21,20.34,42.7,19,36
21137,48.68,13,20.1,53.92,19,36
21141,79.28,25,21.7,54.28,19,36
21139,103.69,28,21.03,60.89,19,36
21141,1.21,3,20.09,60.99,19,36
21144,0.47,4,31.7,60.12,19,36
21145,78.13,23,31.54,69.57,19,36
21146,78.04,25,30.5,51.0,19,36
21147,1.74,2,29.09,86.99,19,36
21148,89.96,28,28.76,48.57,19,36
21147,1.9,2,32.99,68.09,19,36
21150,1.59,2,33.33,11.14,19,36
21150,108.53,26,25.49,69.61,19,36
21152,45.08,22,28.63,15.11,19,36
21150,106.11,29,30.69,41.87,19,36
21151,2.3,3,20.4,64.69,19,36
21155,97.44,28,34.3,68.57,19,36
21155,1.95,1,26.63,64.62,19,36
21156,2.11,10,26.26,46.24,19,36
21158,55.32,34,51.12,91.47,19,36
21159,3.78,3,21.44,62.1,19,36
21157,80.44,27,22.61,54.41,19,36
21158,61.73,32,6.91,88.88,19,36
21161,92.67,33,22.5,40.16,19,36
21161,106.11,26,26.89,64.01,19,36
21164,65.83,26,26.36,46.31,19,36
21164,63.72,32,28.31,13.78,19,36
21165,1.52,8,20.55,54.86,19,36
21166,4.03,2,22.99,49.74,19,36
21165,72.02,25,21.49,60.07,19,36
21168,97.82,34,31.14,17.32,19,36
21167,1.92,11,34.01,64.44,19,36
21171,3.89,11,22.65,54.95,19,36
21172,64.41,16,23.33,68.11,19,36
21172,61.25,35,6.39,11.14,19,36
21173,0.54,8,31.12,63.51,19,36
21172,130.14,35,26.32,43.67,19,36
21173,73.01,19,20.49,69.13,19,36
21177,22.72,13,58.45560000000002,68.04,19,36
21176,4.78,5,26.43,62.44,19,36
21177,45.66,15,31.42,89.25,19,36
21177,40.65,24,6.93,69.41,19,37
21179,101.18,28,23.0,45.82,19,37
21182,30.59,17,57.56,48.26,19,37
21181,95.34,25,34.11,51.09,19,37
21183,3.82,2,53.85,48.33,19,37
21182,53.59,16,30.72,60.68,19,37
21186,1.67,2,26.48,48.25,19,37
21184,0.58,10,28.99,62.55,19,37
21186,52.29,18,30.27,91.94,19,37
21188,1.79,11,32.69,58.75,19,37
21188,103.0,29,20.17,56.86,19,37
21188,114.79,28,22.32,59.57,19,37
21190,100.18,25,21.66,46.89,19,37
21190,2.9,7,30.87,59.84,19,37
21194,2.95,9,54.64,85.08,19,37
21194,47.04,21,20.91,93.22,19,37
21196,3.63,4,33.28,60.81,19,37
21197,71.02,24,30.11,43.32,19,37
21195,52.82,13,30.65,44.21,19,37
21196,36.4,20,9.37,54.55,19,37
21200,70.64,24,24.54,64.15,19,37
21200,82.17,34,8.66,40.7,19,37
21201,1.98,11,34.44,42.91,19,37
21202,77.19,24,24.25,62.49,19,37
21203,77.0,31,21.9,92.68,19,37
21205,57.38,20,32.15,15.35,19,37
21204,43.27,14,29.51,51.54,19,37
21206,88.35,28,34.08,40.27,19,37
21206,89.37,27,29.25,46.38,19,37
21207,73.36,27,23.01,41.25,19,37
21209,3.57,5,27.05,69.9,19,37
21210,112.99,30,20.33,49.73,19,37
21209,35.73,13,22.16,11.52,19,37
21212,55.55,15,22.55,50.9,19,37
21214,4.0,7,32.33,67.85,19,37
21214,69.9,30,27.43,14.96,19,37
21216,36.28,12,33.93,45.07,19,37
21216,53.52,24,51.31,65.48,19,37
21217,1.12,11,33.79,91.63,19,37
21218,3.23,11,45.38,42.03,19,37
21217,46.51,18,26.81,94.03,19,37
21219,52.79,13,20.53,66.53,19,37
21219,90.43,27,20.77,65.4,19,37
21221,4.51,1,29.22,66.57,19,37
21221,4.39,10,25.45,54.39,19,37
21222,4.5,10,29.61,54.17,19,37
21226,38.2,24,49.09,64.86,19,37
21225,51.04,21,33.98,12.9,19,37
21226,53.22,13,25.76,63.05,19,37
21226,54.27,21,25.79,11.59,19,37
21227,62.92,17,31.83,69.46,19,37
21229,126.26,31,34.9,68.36,19,37
21229,79.32,28,22.73,94.03,19,37
21231,53.36,15,33.16,48.83,19,37
21232,90.47,34,29.12,65.04,19,37
21234,53.34,30,5.53,43.96,19,37
21234,59.6,17,24.83,67.13,19,37
21234,53.05,17,23.47,49.98,19,37
21238,53.89,26,25.46,92.2,19,37
21237,121.87,33,31.97,56.73,19,37
21240,51.06,17,21.41,56.69,19,38
21240,0.28,1,7.55,59.41,19,38
21241,69.92,29,29.02,12.83,19,38
21243,3.37,2,24.57,63.67,19,38
21244,73.47,28,22.58,55.14,19,38
21243,46.84,28,9.55,40.62,19,38
21243,2.96,5,31.9,54.81,19,38
21247,50.88,19,22.26,41.85,19,38
21246,1.85,5,25.4,41.6,19,38
21247,60.81,32,5.82,65.37,19,38
21247,79.26,27,24.07,11.14,19,38
21251,73.41,23,31.41,44.25,19,38
21249,1.28,9,23.52,41.07,19,38
21250,0.48,4,57.08,45.35,19,38
21252,64.14,34,24.54,11.98,19,38
21255,60.85,16,25.71,58.77,19,38
21254,3.28,5,28.15,13.7,19,38
21257,113.9,30,23.41,63.89,19,38
21256,41.99,16,34.82,13.31,19,38
21259,45.16,29,54.76,57.51,19,38
21257,82.67,28,29.89,54.88,19,38
21258,61.29,26,26.05,19.89,19,38
21259,44.78,20,31.89,93.21,19,38
21261,89.49,27,22.5,60.47,19,38
21263,1.4,9,27.33,62.89,19,38
21264,105.83,31,27.03,59.66,19,38
21265,51.45,20,20.52,15.39,19,38
21264,29.98,19,6.23,69.76,19,38
21268,62.29,21,29.24,40.87,19,38
21268,3.5,4,51.63,62.22,19,38
21268,47.31,15,22.43,56.59,19,38
21271,82.9,34,25.94,17.41,19,38
21271,28.36,15,7.46,65.41,19,38
21271,88.47,29,31.87,65.79,19,38
21274,94.94,33,24.66,11.14,19,38
21273,63.76,17,28.82,42.09,19,38
21273,3.85,4,22.43,69.02,19,38
21274,128.18,31,31.67,41.45,19,38
21278,32.0,14,30.89,19.75,19,38
21278,65.77,31,53.8,46.8,19,38
21280,47.63,13,31.25,57.3,19,38
21279,1.47,9,28.38,41.19,19,38
21279,65.46,22,29.67,66.95,19,38
21281,58.38,22,27.36,61.85,19,38
21282,28.53,12,29.08,11.49,19,38
21282,3.46,4,25.96,12.07,19,38
21283,0.18,10,29.44,53.1,19,38
21285,1.81,1,29.67,69.64,19,38
21285,52.04,27,20.46,11.19,19,38
21287,96.21,35,30.46,64.51,19,38
21288,94.62,25,28.67,62.36,19,38
21289,56.96,21,24.24,67.36,19,38
21289,66.52,19,23.03,69.26,19,38
21291,93.96,31,32.8,66.28,19,38
21291,1.77,4,30.56,67.09,19,38
21295,0.73,2,21.47,64.94,19,38
21295,57.59,19,26.34,69.59,19,38
21297,70.13,23,26.33,64.98,19,38
21298,64.77,16,20.25,60.62,19,38
21296,41.52,16,21.35,89.03,19,38
21299,66.05,18,20.03,45.69,19,39
21301,48.96,17,29.06,57.38,19,39
21302,4.72,11,24.38,56.18,19,39
21300,38.91,17,8.37,42.11,19,39
21303,3.96,9,55.42,16.85,19,39
21304,3.41,8,23.32,54.24,19,39
21303,3.54,4,8.98,53.75,19,39
21305,61.12,24,27.05,69.95,19,39
21307,1.36,1,33.43,11.14,19,39
21306,70.14,27,31.55,50.19,19,39
21308,3.12,6,22.98,58.53,19,39
21309,4.12,10,27.52,89.9,19,39
21311,60.43,33,9.22,66.02,19,39
21310,83.81,21,26.1,48.08,19,39
21311,3.99,6,33.01,61.54,19,39
21315,80.11,33,5.53,69.47,19,39
21313,47.11,27,55.79,45.5,19,39
21316,4.95,8,47.39,47.49,19,39
21315,100.68,31,26.0,67.29,19,39
21319,1.84,3,24.23,59.3,19,39
21320,35.81,18,55.92,51.53,19,39
21319,47.29,16,34.43,47.85,19,39
21319,71.4,21,28.9,89.88,19,39
21322,70.4,17,25.01,59.49,19,39
21321,82.88,22,29.79,52.63,19,39
21324,43.63,16,20.68,47.23,19,39
21323,125.25,33,31.61,67.34,19,39
21325,49.31,26,6.85,49.64,19,39
21326,49.4,17,31.0,66.99,19,39
21328,124.66,34,28.33,51.31,19,39
21327,57.21,23,6.6,41.56,19,39
21329,115.82,31,28.22,43.77,19,39
21330,2.19,9,7.08,46.73,19,39
21331,111.57,29,28.98,56.89,19,39
21332,64.63,27,31.15,90.17,19,39
21333,37.14,20,53.69,68.74,19,39
21336,25.6,13,5.53,87.49,19,39
21334,53.32,13,22.02,60.59,19,39
21335,57.08,18,34.33,65.0,19,39
21338,66.34,25,25.94,55.44,19,39
21338,132.77120000000002,35,24.7,68.66,19,39
21338,80.51,24,26.33,41.12,19,39
21339,58.34,26,34.59,11.43,19,39
21341,55.4,17,30.16,55.88,19,39
21341,99.73,28,30.02,50.07,19,39
21345,3.58,7,26.29,15.85,19,39
21344,51.18,16,20.62,56.26,19,39
21346,121.97,34,34.59,53.61,19,39
21346,132.77120000000002,35,25.72,40.97,19,39
21346,32.64,16,30.37,91.77,19,39
21349,2.7,2,24.76,65.42,19,39
21349,50.63,27,28.68,15.85,19,39
21351,58.59,15,27.41,48.35,19,39
21350,55.01,23,32.62,92.98,19,39
21353,86.07,21,21.41,47.0,19,39
21354,2.09,10,30.75,44.23,19,39
21354,50.34,15,30.63,85.67,19,39
21356,43.06,14,22.97,56.17,19,39
21356,40.35,16,21.26,87.83,19,39
21357,80.68,26,20.16,66.48,19,39
21358,52.39,19,21.32,52.92,19,40
21359,74.74,21,25.77,49.29,19,40
21362,61.76,29,6.32,50.04,19,40
21362,56.32,18,23.05,63.59,19,40
21362,102.46,30,26.59,59.87,19,40
21363,79.54,19,30.08,62.22,19,40
21363,0.58,5,5.53,18.18,19,40
21366,4.67,1,32.79,61.87,19,40
21368,49.84,20,53.12,42.33,19,40
21367,4.62,7,22.99,57.33,19,40
21368,62.43,30,49.07,46.08,19,40
21371,111.39,27,30.6,64.54,19,40
21372,53.94,13,34.82,53.88,19,40
21371,0.76,7,21.23,65.52,19,40
21371,99.64,26,20.38,54.46,19,40
21375,96.7,27,33.27,67.13,19,40
21374,87.19,26,33.66,49.34,19,40
21376,78.48,25,32.66,40.47,19,40
21376,43.19,24,32.16,14.76,19,40
21378,55.57,19,20.62,63.66,19,40
21377,3.72,2,49.01,40.05,19,40
21380,68.0,24,20.4,43.66,19,40
21379,64.78,20,32.17,65.64,19,40
21383,86.09,35,29.46,11.14,19,40
21383,1.84,9,22.96,64.13,19,40
21383,2.41,4,27.17,87.28,19,40
21386,87.79,35,7.76,48.89,19,40
21385,4.08,4,28.57,59.08,19,40
21388,0.48,11,33.82,11.14,19,40
21387,64.24,18,26.37,41.17,19,40
21390,44.62,12,21.25,58.63,19,40
21388,100.16,29,27.16,44.15,19,40
21390,36.89,13,31.77,66.92,19,40
21393,74.41,30,28.67,16.22,19,40
21394,2.3,1,23.87,17.98,19,40
21393,3.24,3,46.67,18.81,19,40
21394,85.36,30,27.96,41.83,19,40
21396,54.98,29,50.93,46.7,19,40
21398,28.68,17,52.65,58.47,19,40
21399,53.29,18,32.39,47.74,19,40
21398,83.36,33,21.87,41.23,19,40
21401,38.13,17,9.09,61.7,19,40
21401,101.97,25,24.38,68.69,19,40
21400,3.06,8,46.4,57.79,19,40
21403,1.56,1,32.49,46.68,19,40
21405,97.03,34,20.33,86.01,19,40
21403,132.77120000000002,35,23.62,67.23,19,40
21404,4.05,4,26.33,55.69,19,40
21405,1.64,4,33.9,58.09,19,40
21409,64.2,18,28.35,62.76,19,40
21408,34.75,21,6.82,53.43,19,40
21410,61.65,33,57.06,62.5,19,40
21411,4.01,7,25.9,67.06,19,40
21412,3.51,4,27.18,47.3,19,40
21412,35.38,12,30.73,51.05,19,40
21414,87.92,29,27.89,56.69,19,40
21414,0.18,10,47.63,92.89,19,40
21414,3.13,10,46.65,47.81,19,40
21416,2.6,4,34.04,65.03,19,40
21419,61.81,19,25.87,87.29,19,40
21418,54.76,14,27.42,56.91,19,41
21420,23.95,13,50.33,65.04,19,41
21419,58.81,23,24.26,65.58,19,41
21422,87.24,26,34.55,58.44,19,41
21422,34.64,21,47.4,40.66,19,41
21423,1.71,3,30.36,87.16,19,41
21425,46.11,12,34.97,42.28,19,41
21427,4.59,7,20.29,51.63,19,41
21425,3.57,7,34.8,56.37,19,41
21426,3.33,2,51.18,68.53,19,41
21430,77.76,31,20.1,65.81,19,41
21428,87.6,26,28.89,66.46,19,41
21432,53.91,20,25.04,56.05,19,41
21433,120.98,33,28.53,65.12,19,41
21433,64.41,17,26.38,65.68,19,41
21433,96.09,32,24.43,44.98,19,41
21435,0.76,7,20.87,58.94,19,41
21434,47.02,17,31.5,18.62,19,41
21436,47.7,16,20.44,68.93,19,41
21437,0.18,5,20.63,55.36,19,41
21438,33.99,14,29.53,19.16,19,41
21439,69.77,18,31.74,47.16,19,41
21442,4.37,9,34.66,45.38,19,41
21442,3.99,2,32.06,42.92,19,41
21442,0.47,5,8.4,44.2,19,41
21443,84.08,31,23.19,69.19,19,41
21443,1.06,1,32.46,55.53,19,41
21446,3.89,10,30.57,43.1,19,41
21447,92.32,29,30.32,69.85,19,41
21448,89.79,30,31.81,65.34,19,41
21447,29.35,16,58.45560000000002,44.11,19,41
21450,0.47,9,8.33,43.74,19,41
21452,27.8,17,7.77,50.03,19,41
21450,44.19,27,45.98,50.77,19,41
21453,3.14,9,49.51,11.14,19,41
21453,27.34,16,50.97,56.24,19,41
21455,72.13,23,24.33,69.05,19,41
21457,48.68,20,7.67,64.74,19,41
21455,48.14,18,31.14,64.5,19,41
21456,0.72,8,23.97,65.86,19,41
21458,65.71,17,28.08,68.49,19,41
21460,130.63,35,25.59,43.53,19,41
21462,99.32,25,24.65,60.76,19,41
21463,36.88,13,31.97,65.05,19,41
21464,0.84,1,34.61,51.12,19,41
21464,3.44,9,30.74,40.55,19,41
21464,27.35,24,57.09,11.15,19,41
21464,57.85,23,34.58,65.87,19,41
21468,79.57,31,31.9,60.15,19,41
21467,4.3,1,33.63,40.54,19,41
21470,40.73,16,20.21,19.44,19,41
21469,61.33,16,33.51,54.45,19,41
21471,97.0,29,27.35,61.41,19,41
21472,43.43,15,23.37,65.45,19,41
21471,60.01,21,34.34,17.7,19,41
21472,3.05,5,27.17,69.06,19,41
21473,58.03,25,5.67,45.86,19,41
21476,76.62,21,20.61,67.12,19,41
21478,117.44,34,27.5,60.94,19,41
21478,89.28,26,23.93,61.43,19,41
21478,128.56,34,34.43,65.75,19,42
21481,132.77120000000002,35,28.49,42.3,19,42
21479,51.48,19,22.88,55.37,19,42
21483,65.27,16,27.17,62.06,19,42
21483,91.95,30,31.74,58.26,19,42
21485,104.35,28,22.35,45.97,19,42
21484,3.09,8,31.77,65.81,19,42
21486,45.93,14,20.32,44.9,19,42
21485,61.91,25,57.62,60.81,19,42
21486,43.16,12,23.09,53.85,19,42
21489,48.87,18,23.29,68.22,19,42
21491,4.83,7,28.73,51.66,19,42
21492,45.08,13,23.55,57.53,19,42
21490,1.75,9,7.22,42.12,19,42
21491,114.77,28,25.61,43.15,19,42
21494,66.99,34,58.45560000000002,53.26,19,42
21495,3.04,5,33.54,56.41,19,42
21496,129.04,35,33.74,67.5,19,42
21495,52.13,25,30.13,94.03,19,42
21498,52.3,16,32.61,64.09,19,42
21498,59.17,22,20.89,57.52,19,42
21499,0.6,9,52.38,65.09,19,42
21500,69.73,19,21.95,49.99,19,42
21500,40.19,14,34.57,85.24,19,42
21502,63.41,26,22.09,16.55,19,42
21503,39.22,14,26.15,12.91,19,42
21503,63.59,17,30.46,63.3,19,42
21504,4.88,5,34.82,56.45,19,42
21506,32.41,13,6.73,65.94,19,42
21507,98.14,27,31.15,64.08,19,42
21507,94.03,33,22.29,94.03,19,42
21511,82.26,31,33.18,52.5,19,42
21512,57.86,18,28.44,41.71,19,42
21513,107.6,27,21.69,50.64,19,42
21514,2.96,7,7.05,42.8,19,42
21512,76.68,24,21.92,61.42,19,42
21514,38.53,14,33.31,49.39,19,42
21514,0.51,4,25.72,54.46,19,42
21516,4.32,9,21.71,48.34,19,42
21517,111.52,32,29.76,59.62,19,42
21520,54.65,14,30.09,67.0,19,42
21519,68.18,32,6.11,64.9,19,42
21521,65.5,20,29.54,41.86,19,42
21522,0.18,5,24.86,62.93,19,42
21522,105.31,31,22.69,62.31,19,42
21525,3.32,10,20.31,12.25,19,42
21524,95.95,35,28.26,59.37,19,42
21527,54.47,18,29.73,53.82,19,42
21526,132.77120000000002,34,31.34,48.84,19,42
21527,49.64,25,22.35,11.14,19,42
21528,57.28,18,34.82,57.98,19,42
21530,3.48,4,29.18,56.19,19,42
21529,101.71,25,28.26,67.59,19,42
21530,1.22,11,27.02,15.07,19,42
21531,86.18,30,28.58,89.77,19,42
21535,58.11,34,9.63,59.43,19,42
21535,29.08,19,57.94,14.34,19,42
21536,42.77,17,26.13,60.29,19,42
21535,45.29,13,33.34,43.02,19,42
21538,1.36,5,49.52,66.95,19,42
21539,52.43,24,8.59,64.32,19,43
21540,66.11,26,34.81,53.83,19,43
21540,50.56,17,23.78,56.31,19,43
21541,79.32,29,30.57,19.65,19,43
21542,50.1,16,30.31,49.27,19,43
21545,93.11,23,33.37,64.77,19,43
21543,114.96,30,20.79,53.79,19,43
21547,45.48,18,34.97,47.93,19,43
21546,0.38,1,29.8,61.6,19,43
21549,64.38,19,25.23,64.95,19,43
21549,4.4,11,34.66,19.8,19,43
21551,104.89,28,28.24,54.36,19,43
21549,77.18,32,45.02,64.27,19,43
21552,121.65,30,32.67,69.43,19,43
21553,59.15,21,27.97,56.03,19,43
21552,132.77120000000002,34,22.53,48.06,19,43
21554,96.18,26,26.65,48.55,19,43
21554,27.56,12,53.82,40.77,19,43
21558,33.9,14,31.2,91.8,19,43
21558,116.72,30,24.39,69.63,19,43
21560,50.08,20,5.86,42.76,19,43
21559,108.99,26,25.26,55.36,19,43
21560,48.44,14,30.57,62.01,19,43
21560,39.39,14,31.43,47.58,19,43
21564,86.59,22,34.36,57.75,19,43
21565,47.54,17,21.64,14.55,19,43
21565,3.65,6,56.94,47.87,19,43
21565,63.62,16,34.75,69.26,19,43
21567,80.81,27,20.1,48.66,19,43
21567,81.06,20,29.97,68.68,19,43
21569,60.85,16,24.73,44.74,19,43
21570,42.76,13,32.42,49.59,19,43
21570,0.88,7,20.35,50.2,19,43
21571,0.68,7,32.05,15.59,19,43
21573,88.08,32,30.4,85.25,19,43
21573,89.37,28,24.3,48.33,19,43
