pressure,temperature_C,humidity_percent,voltage_mV
3,34.06,46.34,0.75
27,27.5,17.07,60.5
4,8.44,59.23,2.8
6,33.04,53.9,2.34
7,22.72,50.06,4.82
7,32.7,43.85,3.16
8,27.45,41.09,0.24
19,30.39,86.66,73.08
28,23.71,47.98,80.97
15,8.0,56.38,26.91
24,27.59,59.01,92.38
1,27.04,45.95,4.88
4,30.09,15.18,0.45
10,23.34,44.39,3.38
8,27.74,61.92,4.92
9,24.2,42.75,1.45
16,31.79,48.73,55.68
10,20.5,64.13,3.26
26,34.78,87.97,85.14
31,21.91,61.06,123.09
15,32.82,41.29,43.95
31,52.08,54.18,71.86
8,34.39,60.15,0.41
2,32.95,56.97,0.62
15,30.01,49.35,61.83
17,20.06,46.16,55.23
24,25.47,59.55,80.48
30,6.67,50.84,59.37
24,32.25,50.4,79.08
34,23.75,43.88,94.01
1,22.05,44.1,0.82
15,29.28,51.61,42.26
28,29.33,64.32,72.08
21,26.19,53.89,67.68
24,9.94,43.46,42.43
28,29.05,62.88,83.97
2,30.21,56.06,1.2
17,22.85,68.05,71.13
14,5.53,46.39,28.71
2,20.17,16.69,3.1
31,21.54,18.55,77.3
7,24.27,52.89,0.36
9,9.45,88.96,2.91
35,24.11,44.75,129.74
10,21.84,49.28,3.17
6,33.7,43.03,3.43
24,51.21,58.4,46.32
24,45.83,42.27,55.91
17,5.53,47.08,36.15
18,26.57,17.28,48.49
8,31.85,47.35,2.59
28,23.87,50.34,98.58
26,21.81,61.52,102.4
34,24.85,67.07,111.13
13,26.88,42.72,52.7
27,22.11,41.34,87.9
30,23.19,49.27,84.49
21,21.26,50.57,71.39
12,23.76,57.32,42.42
27,34.19,52.16,97.36
7,48.8,65.46,4.69
12,22.25,40.35,43.63
12,48.26,60.0,25.89
14,21.57,89.97,36.34
17,30.7,49.48,60.28
7,26.46,62.96,1.46
24,25.51,47.23,74.2
32,21.78,50.46,116.76
21,21.2,62.78,56.73
24,25.69,55.48,64.66
27,31.94,86.65,106.68
9,29.55,69.85,0.18
16,25.34,63.43,58.6
29,50.54,59.44,53.43
14,29.57,69.72,55.97
16,23.89,47.07,64.12
11,58.45560000000002,11.99,2.36
31,6.51,56.04,62.34
1,20.38,56.57,1.34
35,23.03,64.83,89.8
17,25.38,44.7,53.54
35,21.46,47.36,129.03
31,6.73,62.3,74.98
15,28.68,69.56,40.9
12,32.39,46.92,30.81
30,29.47,66.7,109.24
14,20.65,49.22,56.89
30,24.11,58.3,106.7
29,8.58,65.39,65.86
24,20.44,46.74,79.23
1,27.6,48.14,0.58
10,25.85,55.37,0.18
15,20.8,58.56,55.66
9,28.96,89.85,1.49
7,34.6,89.78,2.44
1,31.28,41.11,3.87
12,27.68,69.42,39.86
10,25.31,45.29,4.71
23,22.43,52.27,88.29
31,26.16,40.68,99.55
35,24.35,46.09,130.89
35,27.23,69.97,117.73
6,23.92,56.07,0.98
16,27.01,68.03,46.79
14,28.46,93.0,34.79
32,20.97,64.52,129.68
6,25.96,57.85,2.06
28,20.96,60.57,90.1
14,21.55,61.44,38.3
14,28.85,66.17,37.73
13,20.5,47.74,50.81
32,22.33,18.05,76.42
8,25.08,92.13,0.19
12,27.76,65.47,43.83
8,30.76,68.38,4.88
29,8.39,11.14,40.67
32,8.73,13.29,37.06
3,22.43,64.58,3.39
32,26.1,65.8,85.33
11,53.97,41.23,1.52
19,9.5,62.28,45.58
28,24.77,60.67,111.15
12,29.4,43.46,33.01
19,29.9,50.92,49.95
31,34.47,69.35,126.12
28,21.71,18.15,57.59
28,8.87,61.98,64.09
31,9.19,59.49,65.67
16,26.62,64.77,49.36
23,30.26,54.5,70.88
24,7.84,85.02,48.06
13,51.55,49.76,32.02
24,27.18,43.31,89.56
4,30.95,43.9,0.18
12,6.96,12.7,20.16
32,33.53,90.41,81.06
27,33.04,64.17,90.37
2,32.19,19.46,2.4
26,27.72,43.74,94.51
30,31.13,48.22,117.31
23,23.14,50.09,82.08
5,57.87,61.51,2.35
2,30.66,57.4,4.54
4,22.89,53.96,4.31
30,46.83,62.64,71.57
10,28.23,62.21,4.02
5,21.32,65.84,3.45
17,30.46,60.86,44.84
12,20.86,41.81,41.07
34,27.81,58.17,113.88
16,8.15,17.62,23.51
2,29.74,68.01,4.29
33,25.38,57.9,94.89
7,22.66,67.83,4.03
18,20.31,42.61,58.37
8,29.59,62.37,1.39
11,23.72,66.8,3.8
20,21.5,11.14,44.99
32,22.35,64.27,82.37
22,21.92,65.01,90.74
32,20.38,62.26,100.52
30,31.21,67.52,83.93
8,23.36,50.09,3.16
21,28.82,48.61,61.02
30,24.25,16.86,81.15
13,9.56,45.83,21.1
33,34.7,66.61,114.4
26,26.33,48.51,78.85
1,33.27,15.28,4.28
18,33.19,60.54,67.0
12,29.31,53.62,31.4
24,20.6,54.38,82.73
1,25.6,49.82,0.32
18,22.12,56.01,50.82
20,20.71,40.98,60.21
12,32.49,15.79,23.33
7,30.34,16.84,3.87
4,5.63,16.53,0.91
24,23.1,69.56,78.84
35,58.45560000000002,92.6,46.24
26,23.24,40.94,108.69
18,34.64,69.57,50.84
25,25.63,67.84,66.37
25,53.27,54.66,45.42
11,21.16,91.23,0.98
3,21.96,56.35,4.24
2,45.41,61.23,0.43
16,31.1,43.77,65.65
19,51.11,55.41,37.49
8,30.98,44.0,1.32
10,24.33,69.08,0.52
6,25.91,64.61,0.28
16,21.14,57.48,58.47
15,23.54,40.16,46.12
29,32.34,85.77,74.38
12,26.19,43.02,43.36
6,29.52,59.73,1.02
2,6.12,51.41,2.2
27,26.55,16.5,58.61
16,20.84,47.2,43.93
30,21.5,63.58,110.47
14,21.37,47.84,35.34
33,24.24,45.82,132.77120000000002
31,33.92,50.77,110.13
26,20.18,64.0,90.06
13,8.0,68.54,22.29
15,27.33,43.33,58.09
2,31.12,50.09,4.71
23,34.33,64.3,70.5
27,22.19,53.13,94.59
24,21.39,66.84,94.59
3,32.11,68.97,0.41
19,33.84,51.12,54.96
9,48.17,13.77,3.58
35,25.11,57.75,104.99
14,25.14,64.16,47.55
22,29.65,63.85,79.31
10,25.89,58.71,0.31
20,23.38,69.69,51.02
30,34.93,12.81,63.67
32,31.92,86.68,103.09
15,58.45560000000002,88.85,23.58
9,6.96,48.43,1.32
21,50.46,60.67,44.73
9,33.56,68.9,4.52
20,24.35,59.43,63.48
2,30.49,49.98,0.43
27,27.23,49.43,88.53
26,8.26,42.97,58.81
5,7.17,64.74,3.62
20,22.73,68.85,64.0
13,27.42,91.88,33.23
21,6.52,42.88,43.46
21,27.32,46.32,53.4
10,27.78,47.77,1.72
29,22.72,46.35,115.74
5,31.72,47.15,0.7
35,23.93,53.06,120.74
1,20.02,43.74,4.93
12,9.8,89.46,29.92
11,58.45560000000002,64.23,2.83
11,22.74,54.03,3.6
22,5.98,49.99,42.94
28,30.42,47.79,96.35
27,30.48,52.79,106.63
28,22.2,45.57,73.72
28,34.69,13.65,80.44
1,32.08,62.45,4.3
7,23.26,53.06,1.22
10,26.49,64.65,3.63
4,6.67,49.82,3.4
7,25.99,54.28,3.55
10,21.37,66.1,0.7
21,34.15,41.03,86.72
32,27.02,66.84,102.06
25,31.7,67.77,83.17
8,31.52,52.4,3.44
14,30.19,68.66,38.82
21,23.3,44.86,70.97
28,28.87,55.96,73.98
1,51.71,53.34,0.51
30,53.88,40.18,60.66
12,5.53,60.52,25.18
20,31.77,59.49,63.03
3,34.14,44.48,0.29
34,47.84,69.51,66.17
27,49.16,41.84,62.69
18,22.97,54.94,53.21
11,31.63,52.49,2.42
15,34.21,49.64,49.65
2,34.93,46.38,1.69
9,32.58,63.61,0.36
20,28.97,46.24,58.37
23,28.23,51.88,94.49
17,20.88,88.68,61.89
24,24.3,12.77,53.81
22,25.1,15.22,42.87
27,28.64,57.36,70.94
33,25.47,18.84,71.73
8,58.19,68.39,3.41
21,5.53,69.44,48.67
17,34.11,18.55,48.39
1,25.82,69.45,2.0
13,53.36,12.78,16.81
9,26.36,46.9,4.3
16,31.64,46.55,62.03
30,21.83,68.08,99.68
27,20.78,48.69,95.33
5,29.75,49.01,5.0
6,31.59,53.13,0.53
20,24.22,60.01,62.01
31,32.79,59.5,84.22
33,9.85,65.59,81.23
23,29.28,49.56,59.56
35,57.77,86.68,63.66
10,51.76,63.56,3.16
33,51.51,91.22,53.58
17,55.55,58.95,33.11
32,27.96,68.13,97.65
35,26.54,54.51,101.64
32,27.58,64.92,117.97
27,32.65,15.04,58.3
24,9.73,41.42,48.32
8,27.58,92.56,2.59
3,8.26,94.03,0.18
21,28.29,47.15,72.23
3,31.0,44.56,4.6
13,34.74,11.14,33.27
12,27.35,45.24,40.14
29,29.67,62.48,97.27
13,25.92,64.46,52.04
15,29.39,69.95,47.48
35,26.4,45.44,132.77120000000002
5,24.78,42.13,1.96
10,26.82,54.32,2.87
24,27.92,42.28,84.73
25,21.55,66.29,87.33
20,33.19,50.19,62.78
26,29.13,47.89,86.98
35,26.89,15.57,85.61
35,22.03,64.88,122.55
9,29.02,13.35,3.13
29,27.33,68.52,90.62
4,53.58,69.99,2.11
5,30.99,19.16,2.38
13,6.8,61.67,20.65
20,5.84,49.72,42.39
22,29.38,58.63,67.82
28,6.08,51.05,67.97
1,23.09,69.58,4.22
21,22.26,41.08,57.69
21,29.62,65.47,74.35
7,28.92,54.27,0.45
33,29.83,19.05,66.7
17,28.21,47.64,46.09
35,23.75,12.7,65.54
14,31.45,69.27,37.76
29,31.95,85.27,92.72
28,25.38,14.01,67.36
22,24.42,14.53,52.46
11,23.22,52.79,3.8
27,7.37,60.54,40.65
8,24.53,47.57,3.83
24,23.3,68.0,94.15
5,27.76,90.14,0.34
23,29.75,16.99,64.72
4,23.82,67.49,4.9
35,31.76,57.12,108.59
14,34.2,50.49,40.87
15,26.36,43.37,61.47
17,46.72,66.33,30.3
31,33.99,59.85,111.13
21,29.22,55.07,56.68
6,56.64,57.08,0.67
35,23.11,65.75,104.25
7,21.54,68.12,3.23
9,29.16,41.01,2.42
27,34.6,68.6,111.79
7,23.47,42.78,2.47
34,24.52,52.04,93.17
2,34.78,63.91,0.24
11,27.45,14.96,4.22
26,24.24,42.44,95.46
25,20.22,62.42,81.25
15,25.11,49.11,55.08
32,25.95,11.14,84.86
10,28.98,52.84,1.62
35,30.76,65.13,105.11
27,9.17,47.2,63.42
13,29.27,68.66,39.45
3,28.07,46.56,0.18
20,33.9,85.69,61.41
28,25.61,59.01,84.25
17,24.87,60.36,70.57
15,24.53,51.42,38.22
11,22.6,43.9,2.56
4,25.95,40.81,2.96
20,34.14,62.91,72.18
24,29.91,93.86,65.34
4,31.85,69.69,3.85
13,22.15,57.24,34.43
11,29.44,62.25,3.47
17,34.31,51.62,56.41
16,5.53,44.21,25.56
14,26.99,42.85,48.29
11,24.91,59.91,0.56
26,5.53,61.78,44.91
27,21.93,90.09,54.16
18,21.87,40.96,64.52
14,9.91,44.53,25.78
2,29.64,44.24,3.51
23,53.62,62.77,47.51
30,28.77,46.68,102.62
32,33.23,45.85,122.4
10,29.66,63.8,1.81
18,26.23,67.46,53.29
10,27.26,61.31,1.39
17,26.26,48.19,51.32
6,26.39,65.81,1.05
14,24.23,67.6,38.14
30,47.69,86.95,45.66
23,22.34,68.41,66.46
34,31.06,44.29,117.69
16,22.61,57.21,51.85
19,24.86,90.43,53.17
2,27.2,60.07,4.13
15,24.07,91.23,26.41
17,26.45,18.89,29.93
22,31.42,49.24,77.19
3,25.77,88.46,2.55
3,21.87,58.02,0.18
28,21.75,40.61,111.81
8,20.24,11.35,4.35
24,27.12,43.88,90.28
8,26.86,68.48,3.55
30,24.66,89.32,96.13
7,27.1,44.44,0.7
1,32.6,59.07,4.48
20,28.72,56.55,76.36
33,23.25,54.89,131.76
22,27.02,63.94,90.69
34,26.52,40.82,105.64
10,22.24,51.95,0.92
21,21.09,56.31,71.42
12,31.17,18.26,21.06
33,34.36,62.99,97.15
4,31.88,94.03,2.93
1,32.71,17.29,2.35
35,27.84,43.04,93.57
18,51.55,93.84,24.1
34,33.18,54.55,114.95
6,29.07,11.37,4.15
32,22.13,63.79,99.09
2,33.75,45.53,2.21
30,23.71,58.97,101.28
2,20.03,49.69,4.49
3,49.86,13.85,2.4
7,26.73,56.24,2.32
16,6.7,57.34,25.34
6,31.94,93.42,3.44
17,29.54,62.25,64.49
11,33.27,17.46,1.15
22,31.78,59.6,63.67
4,23.46,52.87,3.49
35,25.92,52.32,122.83
34,53.25,42.7,65.82
31,48.52,56.41,70.45
30,5.53,41.09,64.58
12,26.75,68.24,43.13
31,21.49,69.62,121.43
18,26.65,54.14,55.35
1,24.42,69.57,3.95
12,58.45560000000002,60.93,29.61
32,30.48,61.23,83.28
12,25.16,93.39,27.72
9,53.55,46.27,1.53
4,34.86,45.83,1.77
6,26.2,58.62,3.66
3,21.73,59.51,0.59
28,20.19,13.94,72.46
1,52.63,11.87,3.44
30,24.22,12.06,55.45
11,6.31,67.3,3.28
18,25.0,65.92,74.83
27,34.41,61.78,73.6
18,29.71,50.77,58.08
32,45.91,58.63,62.28
18,25.98,50.29,48.89
19,6.39,17.24,26.04
1,31.16,56.81,1.58
35,23.13,62.38,118.61
8,55.67,66.1,4.04
15,26.19,64.65,58.62
25,30.31,68.3,71.41
1,24.35,63.4,3.15
35,21.6,69.85,108.79
23,33.62,40.66,75.86
26,24.94,55.1,66.15
2,20.2,47.5,2.74
31,33.48,85.82,107.74
21,33.31,88.33,80.02
25,56.39,55.41,43.82
2,58.45560000000002,13.79,4.56
13,32.64,51.66,48.51
26,28.49,63.81,94.77
30,28.56,65.27,91.44
15,32.19,41.75,44.64
24,27.63,55.53,62.1
24,27.32,63.91,74.24
24,31.33,53.73,89.41
9,6.25,52.27,0.88
1,8.69,65.59,2.98
16,21.72,60.28,43.5
33,6.23,46.95,74.27
30,29.87,49.64,81.19
23,32.24,56.85,60.55
18,30.63,45.08,65.16
6,26.26,66.71,1.64
30,31.07,49.56,94.53
12,24.79,50.35,40.29
14,34.55,46.34,50.5
6,33.0,59.47,4.11
3,34.9,54.25,1.48
24,20.69,50.98,88.64
9,33.58,86.26,0.18
13,48.66,54.34,32.62
35,27.44,45.89,132.77120000000002
19,24.67,51.85,52.17
24,6.31,93.02,34.24
19,32.1,52.24,63.02
35,58.45560000000002,85.96,86.75
15,29.59,63.86,58.06
33,30.54,41.85,132.77120000000002
14,22.5,54.86,52.73
31,52.2,63.26,74.19
34,20.22,60.44,96.87
30,6.43,47.55,60.36
26,20.83,56.04,85.59
15,27.05,55.39,46.72
35,22.46,52.3,132.77120000000002
22,30.32,92.9,55.2
8,6.5,60.51,0.51
17,22.7,68.67,71.34
29,28.41,68.33,111.61
2,7.43,48.75,0.71
25,23.7,52.46,79.47
11,20.55,62.12,1.54
27,31.65,19.4,72.24
19,34.09,57.41,77.33
20,23.37,63.61,61.14
32,28.93,46.76,86.52
17,24.38,41.8,44.97
15,33.15,88.88,57.08
4,22.09,64.26,1.03
28,50.93,68.4,69.61
14,29.31,52.72,36.63
14,25.63,69.64,50.95
12,9.38,54.56,23.6
8,32.83,67.77,2.84
24,21.38,47.54,83.18
28,34.81,61.12,115.82
21,25.94,62.41,76.37
11,21.09,46.4,3.81
19,26.39,42.84,70.36
7,27.15,89.62,4.19
3,5.53,43.66,3.34
35,33.61,69.7,125.82
34,49.63,93.12,52.16
34,55.85,45.73,82.63
25,23.9,54.65,78.1
20,27.64,19.72,39.22
31,33.89,14.42,77.86
20,24.48,41.59,80.46
20,26.63,46.16,66.35
2,25.14,49.61,1.52
13,9.55,56.14,31.25
16,52.09,42.33,28.48
20,9.74,55.82,45.0
31,32.36,91.69,54.85
7,32.31,69.46,2.23
5,28.93,69.34,0.96
30,28.13,85.56,110.71
4,25.32,65.41,3.02
27,22.32,44.21,107.45
2,33.82,63.67,4.54
2,26.75,18.35,3.26
4,29.51,65.19,1.61
2,8.81,46.25,3.67
12,22.71,91.69,23.97
12,5.99,48.28,26.14
19,20.89,64.1,47.77
14,30.47,67.0,43.19
17,23.22,86.8,56.46
1,58.45560000000002,61.25,4.26
11,26.63,19.34,1.47
8,50.49,60.66,2.82
27,27.45,40.44,79.03
35,25.19,17.9,87.79
11,29.85,45.88,1.32
16,33.56,64.58,48.87
14,22.07,67.99,53.5
13,25.78,57.71,46.71
10,30.86,18.71,3.29
14,21.23,43.16,44.57
22,9.76,66.85,53.94
34,25.06,49.73,88.38
7,20.3,48.57,1.17
6,28.37,64.28,1.59
28,34.65,91.35,52.16
31,32.84,55.91,101.36
20,26.73,45.59,65.11
21,34.57,60.64,81.72
31,26.82,87.33,88.19
24,27.47,56.34,62.71
2,21.91,62.66,0.49
14,23.09,57.43,57.84
33,32.48,67.89,132.77120000000002
27,23.2,41.39,97.36
14,33.61,87.76,38.96
28,20.23,68.66,70.94
11,25.6,46.19,0.89
13,33.92,44.84,47.59
17,9.2,53.33,36.05
8,33.97,89.45,3.65
21,21.13,43.42,72.58
33,29.08,43.84,106.56
4,8.86,45.87,1.73
31,24.57,44.19,98.6
14,34.59,56.66,45.08
34,30.36,68.63,109.81
7,23.94,49.32,3.92
29,34.98,66.68,111.68
31,33.8,50.73,117.0
3,28.88,41.82,2.09
29,20.88,52.41,111.23
7,22.96,40.88,1.16
18,26.26,68.62,75.02
4,30.36,59.71,2.69
10,21.17,65.02,0.24
21,58.45560000000002,50.73,44.74
18,27.97,47.82,72.06
32,33.65,94.02,80.76
15,23.11,60.31,56.58
17,32.38,43.97,45.83
12,23.62,58.9,39.16
11,24.01,53.25,4.0
21,20.59,91.21,49.97
26,20.84,89.64,80.18
22,58.45560000000002,57.95,47.56
23,31.34,65.43,73.92
8,25.06,42.16,4.92
14,8.19,13.86,22.08
3,25.14,93.51,1.75
23,29.79,16.4,44.88
30,21.38,61.79,79.11
21,21.3,65.42,82.06
24,9.3,50.79,48.79
18,47.55,43.35,36.4
29,30.36,62.93,98.1
21,7.15,92.02,32.31
23,57.11,47.67,56.82
22,27.8,11.14,52.48
7,22.71,52.65,2.18
30,33.35,55.21,75.75
34,24.54,64.59,88.42
12,23.34,49.37,36.51
28,28.47,40.39,75.28
11,34.95,87.74,3.4
22,29.32,69.95,57.97
12,28.14,59.95,34.02
1,52.35,40.39,4.06
8,33.67,43.18,3.88
31,29.44,68.84,114.23
21,58.45560000000002,44.24,52.01
32,25.98,15.91,59.8
35,22.15,41.1,118.85
7,23.18,42.25,1.39
28,8.74,41.11,58.39
6,26.8,60.26,2.51
26,58.45560000000002,65.25,61.19
31,25.08,61.02,97.89
34,32.44,91.54,88.08
2,55.58,58.32,4.05
28,51.55,94.03,30.77
33,24.29,40.26,130.85
4,28.85,46.3,4.78
14,47.68,61.24,29.91
14,27.79,44.75,40.16
30,5.53,17.25,42.79
24,23.9,47.99,80.08
32,30.65,86.33,82.1
14,28.41,43.48,45.04
24,24.94,17.99,68.8
35,33.79,55.1,101.02
16,31.49,68.81,47.39
32,23.56,15.55,87.29
14,31.86,43.51,35.85
2,27.84,53.27,0.61
25,9.22,64.27,43.41
16,30.44,58.09,55.31
25,8.22,52.24,45.96
7,20.14,87.21,2.14
7,28.44,69.16,2.64
13,20.98,67.43,40.38
33,24.51,92.4,65.1
20,32.76,63.21,64.33
29,21.46,40.66,80.09
6,26.99,61.08,1.56
25,27.04,58.19,103.27
15,21.41,62.5,60.74
32,22.19,69.14,109.73
14,26.09,42.04,50.15
5,24.73,61.46,5.0
26,21.09,66.5,73.89
11,27.94,53.51,4.35
29,32.26,43.78,86.66
5,27.41,63.06,4.41
11,31.56,12.56,0.73
15,24.74,40.78,39.27
27,21.05,91.8,73.7
17,24.07,85.56,71.26
30,32.39,51.02,103.49
19,28.5,58.3,66.6
14,7.84,55.65,32.14
12,46.91,45.1,18.59
35,25.63,40.97,132.77120000000002
31,52.04,68.3,49.55
1,7.8,14.62,4.43
10,32.3,62.56,3.99
33,29.29,48.42,116.53
5,31.91,51.27,1.64
2,24.77,43.25,0.18
7,6.07,60.83,4.99
17,29.13,49.57,66.66
2,32.09,55.54,1.69
26,33.12,45.16,106.97
4,53.97,48.77,3.79
34,50.7,67.43,54.63
29,30.58,60.67,88.87
7,20.72,15.57,4.72
30,25.89,88.26,110.9
13,23.8,41.41,42.12
18,26.09,42.4,62.73
24,22.58,58.99,71.95
12,23.69,43.75,50.18
30,27.25,69.59,82.57
19,9.42,66.5,37.8
29,24.89,56.92,119.33
12,48.09,11.14,19.33
26,28.74,48.46,94.91
27,22.25,48.19,75.87
21,30.8,50.52,63.89
14,29.87,89.0,38.19
16,32.27,14.46,29.72
23,24.22,66.7,87.7
11,34.79,63.32,0.86
24,7.89,89.91,37.54
13,24.94,46.61,40.39
1,29.02,60.24,4.74
18,31.88,64.14,68.05
20,27.15,88.45,80.19
7,26.28,47.9,1.12
19,33.75,61.03,71.0
25,27.56,69.65,101.34
17,29.84,87.58,54.44
22,28.27,92.83,57.96
9,26.29,51.4,4.45
7,31.76,67.13,4.82
12,53.45,59.88,24.73
5,25.55,60.92,4.83
25,34.26,53.41,63.31
34,28.34,86.21,100.44
15,26.06,52.2,54.1
20,26.56,88.88,77.56
31,31.8,59.88,93.81
28,33.68,53.4,89.69
4,20.98,65.76,0.62
17,29.42,60.63,57.37
8,21.14,88.82,4.09
13,30.45,59.5,52.78
18,30.51,89.95,63.88
10,6.22,42.18,1.1
13,56.05,60.01,31.04
31,33.44,42.58,83.79
2,25.08,44.12,1.46
16,9.29,56.52,25.21
29,33.02,11.14,51.91
32,21.92,47.39,112.32
33,25.91,46.97,83.17
12,21.71,54.1,47.66
33,52.23,61.03,82.18
19,33.12,16.05,33.96
21,22.24,44.23,87.03
28,30.66,69.81,105.44
6,29.41,85.54,0.33
20,33.03,67.75,83.94
28,21.42,65.83,94.19
33,26.59,13.68,82.47
28,27.76,52.53,75.19
12,22.95,45.37,36.03
31,31.02,64.88,81.75
25,8.56,11.76,40.62
31,20.94,43.61,79.36
20,34.18,46.89,71.58
20,20.55,69.25,68.62
8,26.34,41.19,2.05
28,5.53,69.14,60.72
11,55.34,68.06,3.17
4,24.55,61.17,0.25
30,20.69,45.73,92.81
29,31.8,13.79,69.58
2,29.07,50.22,1.79
14,31.57,63.04,58.25
12,25.64,61.74,47.96
6,27.61,42.39,0.33
28,28.78,16.87,60.73
5,30.08,63.91,0.91
19,24.03,49.63,71.63
31,23.57,43.52,80.99
2,22.81,12.46,1.65
20,32.59,50.69,56.61
11,33.2,88.1,1.22
6,24.15,46.08,4.09
22,24.11,88.16,56.02
25,53.06,60.32,38.92
13,20.1,86.45,44.27
8,34.42,66.99,0.29
9,20.9,68.41,4.51
13,20.37,66.89,52.0
10,23.11,48.31,4.29
10,25.78,61.01,2.05
15,20.84,56.24,50.03
7,31.24,45.09,1.87
23,25.04,66.03,88.67
15,30.12,59.05,62.46
26,46.32,67.6,42.03
27,20.81,54.27,100.03
30,27.81,54.19,86.95
22,24.95,61.23,59.5
22,25.77,18.09,45.57
35,23.52,19.44,98.87
35,34.5,69.83,116.91
4,26.42,50.35,1.05
2,23.97,14.22,1.63
16,24.73,43.49,41.08
23,25.76,62.42,76.66
28,28.07,64.43,70.25
6,6.54,51.49,4.63
35,21.12,68.35,132.77120000000002
20,24.01,60.64,64.11
23,58.45560000000002,53.32,40.25
11,47.15,42.31,3.39
12,8.25,68.39,20.1
20,27.49,41.41,55.56
17,24.64,54.07,50.54
11,27.48,40.43,3.02
12,25.15,66.04,40.29
9,30.6,46.5,2.14
14,34.35,65.5,36.72
16,29.94,47.92,64.08
19,28.91,41.96,54.49
18,29.57,50.27,64.27
5,21.21,53.64,1.64
7,20.17,44.97,0.85
7,30.74,51.85,1.72
13,20.82,13.92,23.87
35,24.08,40.03,122.0
21,47.49,86.37,51.64
27,34.84,50.1,111.64
20,32.39,66.83,73.56
3,30.56,55.21,2.8
32,30.86,50.77,100.85
13,20.78,42.15,43.02
29,47.13,89.59,56.69
5,31.43,51.55,1.08
30,49.11,42.25,60.94
22,27.05,60.4,89.04
17,30.46,89.74,47.47
20,6.45,40.15,43.95
23,29.45,61.74,92.62
30,22.58,12.17,61.11
24,23.56,50.49,91.49
21,33.46,57.84,76.1
12,22.6,46.51,37.87
25,26.26,54.27,97.87
29,31.68,45.72,100.9
21,30.94,62.9,71.39
32,24.11,54.19,104.19
1,24.53,58.37,0.75
8,34.12,64.51,1.33
6,22.19,14.38,2.71
2,31.14,45.56,3.79
16,31.5,50.14,54.03
31,22.56,65.74,82.76
28,28.6,68.74,100.1
23,34.68,62.29,92.59
6,28.22,60.2,2.17
32,52.46,85.74,69.44
8,32.31,50.01,2.13
9,30.32,87.79,3.08
29,22.26,57.81,87.62
11,21.77,41.15,4.31
20,7.71,66.45,47.5
15,53.73,52.91,24.33
12,30.99,47.68,35.32
32,20.33,67.69,80.63
28,26.71,44.76,81.15
23,27.48,60.97,67.61
6,26.99,67.02,4.26
12,30.53,55.75,34.16
29,20.36,60.52,120.51
6,28.4,50.31,3.81
19,56.89,65.82,47.58
21,32.18,50.07,83.4
13,21.78,48.56,48.97
16,24.3,53.77,53.96
2,27.65,60.94,0.89
33,53.13,66.53,78.19
10,25.36,66.63,3.91
30,24.27,67.97,102.91
24,8.43,42.82,56.37
17,27.05,14.07,31.42
22,7.86,64.93,35.2
6,29.96,43.41,0.44
34,34.0,44.75,132.77120000000002
14,23.96,13.39,34.47
29,26.09,58.8,74.85
30,31.74,45.58,75.64
12,23.35,42.52,33.97
32,29.22,55.93,89.3
26,28.49,57.46,104.21
9,25.25,47.25,3.34
1,47.76,16.49,3.35
3,31.4,65.93,4.53
32,9.25,12.15,38.99
22,28.31,56.23,90.45
26,33.87,47.86,99.9
3,26.06,50.78,3.43
5,20.54,68.46,3.96
21,31.89,51.49,87.2
10,28.42,68.57,3.54
11,30.6,65.97,1.81
5,30.3,52.74,2.45
21,23.93,55.06,75.28
2,28.92,18.81,1.6
3,26.64,46.64,4.91
12,26.06,41.04,43.28
6,45.46,68.83,2.12
29,22.39,58.26,111.43
18,30.42,60.03,52.91
12,34.01,61.78,33.2
14,21.71,89.46,43.77
10,26.75,94.01,2.94
14,29.89,63.4,53.06
12,25.15,45.6,30.11
8,58.27,62.65,1.15
12,33.71,59.31,41.74
15,23.97,53.83,62.71
18,34.6,42.57,49.94
35,47.41,68.36,65.63
17,47.35,69.82,33.43
8,33.2,64.61,0.39
34,33.66,41.15,132.77120000000002
12,5.87,61.51,26.38
12,27.36,13.6,28.17
1,32.57,66.85,0.72
13,22.44,64.03,40.86
7,20.79,68.87,3.95
27,27.17,55.17,104.18
23,9.45,60.44,50.34
18,6.57,50.22,29.93
17,23.6,56.55,71.11
26,24.79,43.59,98.56
24,23.81,85.16,75.49
28,27.29,58.1,82.54
16,21.58,53.06,43.81
34,20.88,62.18,132.77120000000002
23,27.82,52.87,96.33
32,32.88,58.5,87.82
28,21.19,64.33,91.52
5,6.32,63.0,2.68
7,34.95,45.77,1.34
26,33.69,59.25,72.71
18,28.5,52.52,46.48
16,29.2,40.45,61.21
17,24.4,47.48,71.29
28,46.62,61.05,69.96
29,23.62,56.26,112.03
25,25.49,15.65,66.01
11,20.11,49.75,1.82
15,29.56,15.04,41.19
4,33.05,59.17,4.79
33,30.7,53.68,132.77120000000002
9,21.6,87.45,3.55
29,50.46,50.42,55.76
1,31.29,62.55,4.99
7,26.92,60.43,0.18
23,45.82,64.78,53.26
7,31.62,45.82,2.77
23,30.27,58.79,72.49
25,31.59,51.47,90.5
7,23.84,59.31,1.98
5,26.59,58.81,4.14
35,6.77,41.64,65.51
26,28.14,66.39,69.82
13,5.88,46.85,22.77
8,8.08,86.02,4.97
25,29.51,69.04,88.31
1,22.02,61.55,1.42
22,9.94,62.44,39.24
21,28.59,40.47,82.26
