pressure,temperature_C,humidity_percent
16.0,29.83,62.65
17.0,55.15,40.13
6.0,27.4,61.65
11.0,24.07,86.38
20.0,34.95,11.14
34.0,21.46,13.67
33.0,28.67,56.36
25.0,34.72,52.83
29.0,24.69,15.31
14.0,8.55,49.48
33.0,7.04,65.73
10.0,24.82,46.79
2.0,32.71,90.64
18.0,54.55,60.67
4.0,22.62,45.95
8.0,54.56,50.61
5.0,33.55,61.81
9.0,28.6,69.3
9.0,30.32,87.79
28.0,31.66,61.16
9.0,34.74,14.16
29.0,29.64,55.39
17.0,27.59,85.09
20.0,24.79,52.38
6.0,34.23,66.33
33.0,23.22,45.43
31.0,23.6,11.14
21.0,24.31,53.87
9.0,6.17,40.23
3.0,5.53,14.1
7.0,57.67,40.04
31.0,32.88,58.12
24.0,20.5,59.27
25.0,25.49,15.65
23.0,22.13,52.01
1.0,32.0,65.03
20.0,26.6,87.98
19.0,33.6,66.54
11.0,52.42,60.71
5.0,28.53,58.3
6.0,24.94,43.49
17.0,26.26,48.19
4.0,29.42,40.33
20.0,24.12,63.55
27.0,49.16,41.84
5.0,26.28,52.68
34.0,21.52,86.28
9.0,22.68,64.06
27.0,34.07,19.41
23.0,28.51,45.38
27.0,32.06,63.25
19.0,33.31,45.1
5.0,24.78,42.13
29.0,53.64,65.88
9.0,22.68,11.14
20.0,21.0,45.04
26.0,33.54,59.19
32.0,31.04,63.75
13.0,20.29,51.18
32.0,34.61,69.53
7.0,8.28,47.92
23.0,26.88,59.97
19.0,30.08,18.36
30.0,6.16,48.85
33.0,5.64,94.03
19.0,20.28,68.46
13.0,21.69,52.85
30.0,23.63,49.81
13.0,30.67,55.96
29.0,24.24,42.0
21.0,6.52,42.88
6.0,30.26,11.14
23.0,22.0,57.12
19.0,23.64,64.4
28.0,34.21,40.97
14.0,6.47,53.23
4.0,29.37,90.41
18.0,34.56,93.97
3.0,29.0,59.68
2.0,30.03,52.83
9.0,31.13,18.87
31.0,26.0,45.74
5.0,50.95,59.14
27.0,27.56,68.48
5.0,33.45,53.86
8.0,55.88,56.18
25.0,23.74,47.97
1.0,33.16,65.17
29.0,21.46,66.56
14.0,5.53,69.55
29.0,28.67,53.72
22.0,8.47,93.09
11.0,22.18,49.92
3.0,34.56,68.34
17.0,20.34,87.8
34.0,26.31,58.8
4.0,23.55,52.77
8.0,24.3,44.21
10.0,26.52,43.39
16.0,8.9,50.17
23.0,30.6,69.42
11.0,22.21,55.36
11.0,9.94,58.49
5.0,20.1,66.16
24.0,28.12,43.51
19.0,32.79,54.73
23.0,26.57,41.19
8.0,31.8,64.12
1.0,32.76,52.32
35.0,26.29,51.74
32.0,25.19,56.26
20.0,24.73,14.15
34.0,8.44,86.15
12.0,21.26,56.56
33.0,27.38,45.25
33.0,5.81,59.36
10.0,21.95,40.03
32.0,53.42,51.42
22.0,8.6,63.34
20.0,49.01,59.43
12.0,5.87,61.51
19.0,9.77,18.39
29.0,22.2,42.81
23.0,24.69,41.36
5.0,27.42,65.8
23.0,29.21,50.38
13.0,9.56,45.83
2.0,33.89,40.59
9.0,25.02,41.54
8.0,34.98,62.99
31.0,5.53,61.53
4.0,20.58,89.32
11.0,32.68,51.43
14.0,31.6,48.8
19.0,5.53,66.26
30.0,22.86,46.81
13.0,22.0,55.71
29.0,22.95,46.81
13.0,26.43,64.83
34.0,34.04,49.29
21.0,29.76,44.85
16.0,25.39,61.94
30.0,5.8,61.77
32.0,35.0,53.96
7.0,23.84,59.31
5.0,23.63,65.74
32.0,22.1,47.48
24.0,8.43,42.82
23.0,33.36,57.35
35.0,21.6,69.85
16.0,52.88,67.53
28.0,25.54,41.58
5.0,56.36,40.22
31.0,22.23,51.11
15.0,25.92,59.11
32.0,33.05,65.81
13.0,21.5,50.2
28.0,30.2,52.35
27.0,22.79,63.51
28.0,21.09,69.47
17.0,28.54,89.72
29.0,23.86,48.37
12.0,25.74,18.33
34.0,27.21,42.12
17.0,27.92,51.36
29.0,34.34,62.06
16.0,23.72,44.85
12.0,23.9,56.46
13.0,32.64,51.66
21.0,28.65,66.27
1.0,6.61,47.99
16.0,7.99,60.72
25.0,23.9,66.5
26.0,31.92,40.34
28.0,21.42,65.83
21.0,21.69,56.63
28.0,28.5,63.64
32.0,34.19,85.11
11.0,20.34,43.52
27.0,31.0,56.18
23.0,33.37,64.77
28.0,6.16,62.39
30.0,28.14,63.52
32.0,29.94,46.08
11.0,24.07,52.8
26.0,23.53,64.67
12.0,23.55,55.66
13.0,29.27,68.66
9.0,27.89,85.58
14.0,22.33,68.49
19.0,33.41,92.85
29.0,46.22,40.55
26.0,23.59,86.81
8.0,48.25,40.98
3.0,9.58,68.44
9.0,30.16,67.35
12.0,28.71,94.03
6.0,8.05,47.8
34.0,25.61,54.17
27.0,6.58,46.05
18.0,25.96,45.0
34.0,57.12,50.96
27.0,20.47,16.86
26.0,33.72,16.96
22.0,27.33,50.08
15.0,24.95,56.39
20.0,28.62,15.86
19.0,31.34,11.14
34.0,21.39,60.05
20.0,23.88,50.11
4.0,23.66,67.98
7.0,26.29,15.85
8.0,30.2,56.2
12.0,33.07,61.89
31.0,30.59,54.81
12.0,31.94,40.13
25.0,31.26,69.69
13.0,6.46,66.84
13.0,23.28,51.2
17.0,27.94,90.16
31.0,24.03,49.09
20.0,32.23,43.27
12.0,33.27,66.42
11.0,27.93,51.74
16.0,26.97,51.11
1.0,47.54,60.27
2.0,34.11,66.69
18.0,58.36,67.6
15.0,45.84,42.49
23.0,21.5,45.25
25.0,23.06,62.21
17.0,28.1,62.8
22.0,52.29,94.03
22.0,32.92,61.14
31.0,46.84,68.85
16.0,57.89,47.22
6.0,26.63,54.43
28.0,33.55,66.17
25.0,47.28,44.33
35.0,24.99,48.33
24.0,34.68,52.85
1.0,50.42,52.67
24.0,24.82,41.26
6.0,5.86,49.34
25.0,28.66,12.37
26.0,22.55,92.93
25.0,21.49,60.07
6.0,26.75,60.31
9.0,22.82,53.03
35.0,28.37,44.44
24.0,25.12,63.98
12.0,29.25,94.03
31.0,5.77,43.96
5.0,34.54,56.96
4.0,33.84,64.33
23.0,57.11,47.67
22.0,21.1,86.25
12.0,23.09,53.85
17.0,21.97,61.41
11.0,30.6,65.97
22.0,31.09,58.83
32.0,24.78,65.23
17.0,5.53,57.33
4.0,30.11,44.73
9.0,7.8,46.3
2.0,45.32,87.49
14.0,24.74,59.28
26.0,8.89,51.96
6.0,26.57,11.14
13.0,52.14,61.28
1.0,33.96,52.3
3.0,32.82,44.28
1.0,20.61,66.59
27.0,32.53,47.95
11.0,23.87,67.41
4.0,5.79,55.6
15.0,23.67,53.25
31.0,26.78,61.21
3.0,22.49,43.93
4.0,6.32,49.79
11.0,55.28,19.22
33.0,20.29,54.53
5.0,30.18,45.77
11.0,55.92,67.59
2.0,33.75,45.53
31.0,31.13,17.55
22.0,9.32,57.09
22.0,22.84,53.17
7.0,47.6,14.77
18.0,22.9,60.66
19.0,33.58,62.7
5.0,30.73,15.62
18.0,27.11,44.72
19.0,25.59,67.18
12.0,22.9,65.22
6.0,28.09,45.68
2.0,26.95,47.3
24.0,25.58,59.88
23.0,34.68,62.29
13.0,32.23,58.62
16.0,21.33,91.98
21.0,23.25,56.21
35.0,58.45560000000002,63.74
2.0,25.6,64.4
24.0,30.63,44.08
21.0,30.94,62.9
24.0,28.31,50.56
34.0,28.28,88.83
17.0,47.29,63.29
1.0,26.79,42.81
17.0,26.0,57.87
10.0,9.67,62.14
20.0,56.24,17.52
7.0,5.53,40.9
1.0,22.31,60.29
17.0,23.18,94.03
29.0,27.14,18.98
4.0,20.51,60.81
31.0,32.33,67.56
28.0,20.84,59.13
35.0,28.49,66.79
27.0,8.97,42.45
15.0,29.54,19.8
4.0,45.1,62.69
9.0,24.14,90.94
14.0,26.99,42.85
9.0,6.91,58.29
33.0,31.1,62.45
28.0,27.82,43.21
10.0,25.66,55.03
7.0,27.1,44.44
4.0,28.06,57.71
12.0,33.78,85.6
5.0,5.53,18.18
3.0,30.04,64.72
18.0,32.24,61.69
33.0,32.92,68.46
15.0,21.57,68.86
24.0,21.94,64.68
31.0,29.81,44.07
2.0,20.35,17.93
17.0,29.66,44.15
18.0,34.43,52.53
2.0,6.12,61.44
33.0,7.21,52.87
22.0,27.22,40.08
21.0,22.26,41.08
14.0,23.96,13.39
4.0,9.56,87.49
26.0,9.13,50.76
13.0,32.3,46.75
26.0,26.46,45.84
20.0,26.68,55.37
11.0,5.87,13.22
29.0,25.06,88.45
34.0,27.71,51.58
23.0,30.78,46.61
31.0,7.68,63.51
12.0,29.95,51.07
13.0,32.42,49.59
21.0,23.99,69.71
5.0,32.19,89.07
25.0,26.17,64.25
20.0,34.14,62.91
34.0,26.01,11.93
27.0,25.53,54.97
1.0,26.99,41.67
13.0,24.0,67.34
9.0,23.74,56.14
8.0,26.41,42.84
26.0,20.02,92.25
8.0,28.61,89.51
30.0,23.01,69.44
22.0,55.01,86.84
31.0,23.0,15.06
10.0,29.66,63.8
20.0,25.24,50.5
13.0,52.76,49.4
8.0,21.95,66.16
5.0,29.77,56.81
27.0,56.6,15.1
23.0,23.88,93.13
3.0,22.97,49.4
7.0,24.21,53.36
12.0,30.95,64.81
13.0,21.75,94.03
1.0,27.94,14.11
35.0,34.49,47.89
17.0,52.07,46.19
5.0,23.33,13.41
35.0,24.68,57.32
23.0,52.31,63.19
18.0,23.84,16.98
2.0,29.14,47.8
34.0,20.25,91.92
32.0,24.56,41.26
12.0,23.9,65.6
19.0,32.33,44.17
31.0,24.04,55.35
24.0,21.58,63.8
27.0,22.07,54.33
8.0,21.05,54.12
34.0,27.09,58.43
28.0,24.46,43.85
17.0,28.82,42.09
33.0,31.56,62.75
10.0,27.48,16.6
2.0,25.08,44.12
22.0,33.48,67.66
28.0,26.2,47.09
4.0,21.61,51.96
24.0,23.81,85.16
31.0,26.04,88.18
31.0,32.83,53.09
13.0,24.38,48.2
6.0,27.3,68.46
10.0,20.98,64.09
34.0,20.2,61.64
30.0,25.85,55.5
14.0,29.69,64.91
31.0,22.56,40.96
5.0,9.34,47.94
26.0,33.89,63.82
33.0,34.8,65.88
31.0,22.97,53.71
30.0,48.01,42.88
18.0,29.82,52.94
22.0,9.01,86.43
1.0,29.72,42.19
24.0,28.5,61.44
33.0,24.18,51.58
32.0,24.04,49.61
27.0,31.22,54.54
17.0,30.07,55.68
4.0,29.79,50.29
31.0,34.99,57.49
24.0,57.52,59.25
32.0,7.3,47.43
31.0,9.52,60.33
12.0,23.6,90.3
25.0,51.48,11.83
8.0,23.17,56.01
35.0,34.52,68.36
15.0,23.37,65.45
3.0,30.27,15.46
31.0,21.68,46.19
5.0,26.21,59.42
1.0,25.23,58.86
24.0,29.78,42.36
3.0,33.45,45.68
21.0,26.88,61.42
9.0,23.08,61.02
19.0,47.56,69.36
26.0,24.37,67.04
25.0,28.57,42.98
17.0,25.2,62.84
13.0,26.69,68.93
11.0,23.92,63.92
14.0,30.6,47.97
30.0,27.67,43.17
13.0,25.69,66.64
25.0,24.13,57.01
33.0,31.37,61.4
12.0,26.39,49.86
1.0,23.63,54.33
10.0,5.63,54.88
31.0,29.32,42.85
16.0,25.84,18.81
7.0,24.06,54.98
3.0,7.87,48.44
8.0,26.17,44.89
17.0,31.79,64.9
8.0,58.45560000000002,63.38
35.0,23.99,93.04
14.0,33.46,40.89
32.0,21.63,67.22
34.0,33.84,54.76
1.0,21.92,51.86
19.0,31.82,65.77
4.0,25.91,56.18
6.0,23.7,47.59
16.0,6.69,45.91
23.0,32.84,54.91
25.0,22.2,87.18
21.0,9.7,58.04
17.0,23.03,40.88
34.0,32.36,65.67
5.0,30.14,44.29
4.0,30.88,48.76
10.0,57.66,69.4
33.0,32.2,40.72
33.0,30.85,69.93
33.0,24.5,65.75
21.0,5.7,64.26
34.0,31.09,55.26
3.0,5.53,56.16
23.0,32.0,65.86
30.0,24.94,57.57
19.0,30.9,63.62
24.0,49.71,46.03
35.0,26.12,90.59
10.0,26.27,52.77
26.0,48.52,56.97
35.0,52.47,61.42
23.0,28.07,60.2
5.0,20.31,14.32
35.0,22.31,87.46
27.0,33.46,94.03
7.0,27.47,43.37
7.0,25.81,44.79
2.0,28.86,68.8
2.0,51.09,63.44
35.0,25.86,54.97
3.0,33.77,87.93
30.0,31.45,51.68
7.0,31.24,45.09
14.0,21.23,43.16
34.0,25.87,43.1
16.0,25.39,18.62
14.0,8.35,67.82
8.0,22.61,65.97
11.0,32.24,51.35
21.0,47.4,40.66
12.0,29.08,11.49
8.0,6.99,54.77
7.0,28.92,54.27
32.0,32.07,43.26
10.0,24.86,62.84
14.0,28.63,91.24
31.0,33.36,51.51
24.0,46.47,46.51
27.0,5.53,64.42
12.0,31.67,47.35
18.0,53.27,51.03
2.0,28.23,17.81
12.0,33.37,61.92
20.0,33.31,46.85
23.0,24.74,50.38
10.0,8.2,44.72
9.0,20.69,50.67
26.0,27.07,61.93
34.0,29.9,57.03
30.0,31.78,44.06
24.0,25.34,57.83
11.0,21.62,47.36
28.0,27.8,46.07
24.0,9.04,48.75
26.0,30.6,49.63
16.0,20.62,49.35
14.0,6.65,13.2
30.0,31.68,47.15
19.0,24.25,15.32
14.0,34.49,68.66
23.0,28.24,57.88
22.0,29.76,52.73
20.0,30.32,66.77
27.0,46.87,86.61
7.0,27.64,60.69
20.0,27.08,40.37
13.0,20.5,47.74
6.0,27.61,42.39
23.0,22.45,65.92
32.0,28.31,13.78
26.0,24.73,46.72
14.0,23.19,57.87
16.0,31.89,42.65
21.0,34.31,64.34
13.0,28.39,94.03
6.0,32.97,61.5
34.0,58.45560000000002,56.79
26.0,7.72,41.98
13.0,20.13,67.66
24.0,53.69,45.63
20.0,27.9,65.97
3.0,32.39,61.7
9.0,45.32,51.27
21.0,28.1,44.85
29.0,29.51,57.71
33.0,31.68,48.88
29.0,29.72,56.49
15.0,7.72,45.74
6.0,33.49,59.23
7.0,26.02,63.93
10.0,30.83,86.65
22.0,25.1,15.22
33.0,34.83,68.1
14.0,30.73,18.88
26.0,25.37,51.02
26.0,23.75,16.42
11.0,29.92,59.59
9.0,34.75,19.31
9.0,31.17,64.46
35.0,24.76,48.5
5.0,24.22,56.35
13.0,29.66,44.85
9.0,5.53,86.6
26.0,25.61,11.14
4.0,23.66,13.32
13.0,33.6,44.57
7.0,21.84,90.3
29.0,7.78,65.0
14.0,23.53,40.57
10.0,28.79,60.52
7.0,23.82,65.27
35.0,27.97,67.19
21.0,32.56,48.91
21.0,32.96,49.59
8.0,8.12,47.34
28.0,33.57,51.07
19.0,33.97,61.34
20.0,27.29,53.6
15.0,27.09,90.16
22.0,6.99,16.4
23.0,25.75,16.01
11.0,58.45560000000002,44.27
19.0,23.51,66.73
35.0,31.07,65.65
17.0,22.49,45.41
4.0,28.48,40.47
29.0,33.03,59.13
32.0,46.09,55.95
25.0,23.83,87.41
27.0,9.17,47.2
10.0,8.64,68.64
10.0,20.82,66.34
10.0,5.87,48.64
35.0,26.89,15.57
19.0,30.9,46.36
4.0,20.72,89.5
23.0,27.48,60.97
19.0,31.8,40.01
10.0,22.62,94.03
34.0,27.3,60.33
22.0,33.31,57.46
28.0,27.34,58.69
9.0,49.46,16.56
31.0,22.13,61.29
35.0,27.86,58.14
33.0,29.2,64.12
29.0,31.09,66.15
10.0,24.91,45.65
6.0,24.55,56.62
22.0,25.22,46.35
19.0,28.04,61.94
33.0,27.59,59.83
24.0,5.53,48.01
22.0,29.49,42.13
27.0,48.02,55.2
14.0,54.02,55.16
35.0,22.22,17.08
3.0,28.88,41.82
1.0,26.75,52.25
31.0,26.0,67.29
25.0,45.37,58.47
33.0,26.13,51.25
18.0,57.24,62.87
15.0,32.63,68.09
31.0,34.91,91.77
20.0,8.94,92.13
26.0,34.76,42.48
10.0,8.56,64.84
21.0,7.86,67.62
35.0,6.56,45.42
32.0,24.4,62.08
23.0,24.53,52.72
19.0,20.78,53.65
17.0,8.37,42.11
15.0,34.2,49.62
1.0,28.51,55.78
26.0,50.88,62.56
30.0,56.53,50.65
23.0,24.72,61.11
11.0,29.79,57.08
5.0,20.81,65.25
21.0,22.91,45.68
22.0,58.45560000000002,92.92
20.0,24.4,59.51
29.0,33.81,59.64
6.0,31.19,50.91
9.0,20.88,46.1
28.0,48.14,49.83
4.0,23.33,56.19
2.0,5.53,54.5
9.0,22.77,89.45
17.0,34.29,44.36
22.0,5.53,61.24
30.0,7.82,51.46
28.0,23.95,55.67
14.0,26.74,49.22
5.0,27.18,67.55
25.0,33.89,45.11
25.0,33.53,53.2
13.0,5.8,44.6
18.0,7.59,50.04
10.0,29.82,47.02
35.0,31.33,60.37
6.0,24.32,65.51
28.0,32.01,51.49
34.0,30.79,53.14
23.0,20.63,53.22
18.0,34.06,63.89
10.0,32.21,64.57
13.0,34.03,68.51
2.0,30.34,59.64
9.0,34.33,89.38
17.0,23.22,86.8
21.0,33.24,67.74
3.0,28.97,66.02
4.0,21.62,44.88
19.0,30.92,58.13
17.0,45.61,63.55
9.0,20.94,51.08
10.0,34.09,11.14
13.0,34.21,89.47
23.0,49.55,40.51
22.0,27.05,60.4
11.0,53.03,57.96
9.0,21.28,64.95
15.0,5.83,61.25
20.0,31.34,49.18
1.0,32.06,47.48
13.0,29.65,45.64
19.0,24.92,51.14
4.0,27.29,59.72
26.0,31.41,40.79
18.0,55.27,49.98
30.0,28.62,54.3
10.0,26.78,92.58
31.0,9.2,61.85
1.0,33.65,13.55
20.0,32.28,90.55
34.0,33.18,54.55
15.0,21.66,45.39
25.0,27.77,61.71
31.0,30.03,43.67
3.0,33.11,61.83
33.0,5.53,69.47
12.0,21.42,68.1
22.0,31.05,12.56
27.0,22.69,49.43
30.0,21.07,56.44
6.0,9.22,91.58
20.0,26.46,52.17
13.0,32.03,62.43
18.0,55.56,50.14
35.0,54.03,53.16
34.0,53.2,47.03
24.0,29.22,65.83
9.0,28.12,43.6
25.0,6.92,66.68
21.0,34.22,49.57
2.0,31.16,63.06
33.0,30.99,49.16
29.0,24.76,15.01
13.0,26.23,87.29
18.0,34.97,47.93
20.0,32.7,46.9
30.0,47.69,86.95
1.0,7.24,50.86
17.0,21.69,66.37
22.0,9.14,55.98
16.0,31.41,65.7
34.0,26.96,59.9
18.0,25.84,60.49
14.0,28.11,60.45
34.0,29.77,50.43
14.0,31.47,67.7
6.0,24.03,56.71
14.0,23.0,50.78
35.0,32.82,14.09
5.0,21.59,49.43
2.0,55.35,92.11
14.0,27.31,85.08
22.0,31.69,91.0
11.0,32.3,53.23
18.0,8.92,15.74
19.0,32.71,62.78
2.0,5.53,56.88
13.0,21.3,64.28
20.0,20.47,69.98
9.0,23.67,14.76
19.0,24.85,66.31
24.0,21.12,43.36
30.0,20.82,16.88
34.0,28.12,65.51
20.0,20.31,40.97
9.0,28.82,59.25
7.0,31.01,52.7
9.0,24.05,65.02
29.0,23.47,52.86
30.0,7.8,60.31
14.0,32.19,57.54
12.0,25.7,62.21
29.0,24.15,43.32
9.0,21.05,88.69
17.0,29.99,49.69
28.0,32.04,43.55
21.0,24.57,48.71
12.0,53.79,49.56
26.0,30.96,68.32
11.0,33.66,51.99
21.0,21.65,40.74
10.0,22.26,65.62
27.0,9.55,66.16
13.0,46.68,54.89
28.0,21.06,59.9
24.0,22.58,45.76
12.0,25.91,69.08
34.0,23.45,54.48
30.0,24.54,51.59
25.0,6.41,60.52
32.0,8.74,13.87
9.0,27.33,11.14
18.0,29.47,67.2
14.0,31.33,45.15
22.0,27.66,59.79
34.0,28.24,63.76
13.0,20.95,60.19
35.0,28.61,65.34
19.0,8.89,67.21
31.0,55.98,93.46
16.0,24.37,53.3
24.0,32.58,87.46
18.0,21.94,11.14
6.0,28.11,58.31
22.0,27.05,65.11
8.0,25.13,90.15
20.0,29.68,42.38
1.0,24.94,56.58
1.0,5.67,14.46
16.0,33.07,87.47
3.0,47.43,44.71
27.0,7.12,56.18
10.0,25.36,66.63
26.0,30.43,65.56
30.0,30.35,59.62
29.0,27.8,47.51
12.0,8.31,52.86
17.0,22.44,58.81
32.0,52.75,91.13
34.0,8.1,67.77
35.0,30.42,45.95
22.0,23.19,16.78
1.0,28.21,49.63
24.0,25.65,67.41
22.0,21.42,68.35
20.0,8.08,61.41
8.0,25.37,55.34
16.0,30.49,64.98
33.0,7.91,69.67
8.0,26.34,41.19
28.0,5.53,69.14
7.0,56.13,67.93
18.0,26.37,41.17
1.0,20.74,15.17
34.0,9.18,46.02
23.0,31.44,94.03
13.0,21.34,59.72
8.0,32.16,64.72
3.0,9.94,90.98
19.0,29.81,52.52
8.0,7.88,53.94
10.0,29.51,90.58
11.0,25.21,45.28
27.0,28.65,65.98
3.0,22.86,49.79
18.0,28.78,53.32
26.0,26.5,43.98
35.0,23.37,41.48
22.0,31.4,44.0
30.0,33.05,60.8
12.0,27.47,61.86
8.0,22.36,49.38
34.0,53.83,56.38
28.0,33.44,89.44
21.0,52.53,53.17
9.0,21.47,58.74
9.0,25.66,94.03
30.0,20.63,52.93
28.0,31.11,65.47
10.0,28.7,69.13
20.0,33.21,46.53
31.0,25.87,68.09
13.0,33.3,59.51
26.0,31.15,47.38
34.0,34.43,65.75
25.0,34.11,51.09
26.0,26.92,68.86
15.0,29.15,68.04
30.0,26.56,42.6
27.0,54.23,60.48
29.0,32.73,48.27
8.0,31.45,67.22
14.0,56.58,52.98
13.0,31.41,88.78
20.0,25.96,54.98
18.0,33.68,59.26
26.0,20.95,44.98
24.0,25.46,86.32
30.0,20.65,53.51
18.0,27.61,60.12
20.0,31.89,93.21
12.0,28.09,41.86
21.0,32.18,50.07
29.0,28.59,88.93
34.0,28.19,12.51
24.0,25.49,55.52
6.0,28.13,66.87
5.0,28.8,43.43
8.0,32.24,90.25
5.0,57.53,51.07
24.0,34.27,47.95
34.0,23.29,40.98
2.0,30.92,11.36
24.0,26.57,17.66
26.0,21.01,59.96
32.0,23.22,16.56
29.0,58.45560000000002,15.8
13.0,31.34,18.71
22.0,33.77,43.0
19.0,20.62,19.3
10.0,31.82,43.73
35.0,26.89,46.53
19.0,32.05,68.91
33.0,53.13,66.53
22.0,51.91,14.37
7.0,24.91,66.03
7.0,34.31,58.05
13.0,31.0,15.86
14.0,23.84,52.53
32.0,33.11,91.58
15.0,48.8,42.87
21.0,26.92,43.85
2.0,54.14,62.44
15.0,20.73,19.89
35.0,24.76,11.5
2.0,26.85,44.85
33.0,24.77,53.27
24.0,29.51,63.08
25.0,49.35,58.27
3.0,29.71,56.74
13.0,31.57,57.58
3.0,5.53,68.94
35.0,33.79,55.1
9.0,29.46,59.92
17.0,21.01,41.07
8.0,24.29,60.38
21.0,31.54,66.73
16.0,34.44,48.0
21.0,24.43,57.54
30.0,32.3,44.55
22.0,28.75,49.18
18.0,54.29,47.28
2.0,55.08,60.0
26.0,21.79,60.62
10.0,28.52,89.87
26.0,34.81,53.83
9.0,8.28,41.85
33.0,22.37,88.72
23.0,5.53,43.27
23.0,31.02,59.75
13.0,58.45560000000002,68.04
14.0,32.94,40.3
7.0,21.54,68.12
33.0,58.41,11.29
12.0,51.61,63.11
14.0,34.23,66.5
17.0,33.29,43.92
17.0,6.04,47.93
8.0,9.33,14.03
30.0,29.73,42.53
34.0,20.29,54.19
25.0,58.45560000000002,15.69
2.0,24.65,53.33
12.0,25.97,87.85
34.0,33.0,48.65
20.0,30.45,94.03
19.0,51.2,59.37
14.0,23.23,43.28
14.0,8.66,64.28
9.0,29.02,45.3
26.0,47.51,43.15
11.0,34.84,90.5
15.0,23.18,60.73
29.0,21.33,88.24
29.0,22.66,55.69
2.0,6.81,58.52
8.0,45.38,41.99
34.0,49.1,55.22
19.0,33.63,48.35
26.0,22.36,14.37
24.0,29.73,16.63
7.0,24.51,57.53
14.0,5.85,58.71
25.0,47.21,61.32
2.0,20.25,60.38
17.0,22.22,87.84
5.0,25.39,51.52
10.0,34.05,60.93
22.0,20.67,49.96
9.0,29.29,56.21
29.0,32.29,45.16
10.0,29.19,63.16
24.0,21.16,48.84
4.0,31.7,60.12
25.0,30.04,11.39
5.0,9.99,45.52
17.0,27.41,40.8
9.0,34.26,48.87
6.0,20.18,56.3
19.0,5.96,61.43
8.0,48.17,48.16
30.0,30.77,52.41
17.0,49.71,56.07
35.0,27.5,64.15
17.0,30.66,51.3
8.0,51.4,54.85
1.0,31.96,14.59
12.0,23.49,52.41
13.0,48.67,85.81
22.0,34.95,59.99
5.0,31.11,42.5
15.0,53.75,61.03
20.0,28.23,92.05
25.0,34.61,45.84
5.0,20.34,89.56
11.0,47.15,42.31
5.0,23.73,42.16
9.0,6.13,87.11
6.0,21.01,69.74
25.0,29.03,59.66
4.0,32.67,50.74
9.0,34.85,60.29
6.0,34.66,52.58
8.0,9.3,52.55
25.0,7.14,55.8
22.0,55.67,57.79
14.0,32.56,48.65
6.0,7.05,61.18
30.0,22.28,66.46
16.0,47.5,18.55
18.0,20.03,54.07
5.0,33.57,85.39
23.0,34.92,58.75
13.0,32.63,12.64
35.0,46.14,11.14
26.0,23.21,69.92
27.0,54.19,42.27
15.0,25.36,87.34
32.0,23.98,15.13
28.0,24.04,89.75
21.0,30.91,68.45
29.0,23.71,85.83
6.0,25.97,53.42
35.0,9.71,64.91
5.0,30.83,63.64
12.0,20.74,46.33
21.0,8.89,51.15
8.0,32.91,92.47
6.0,5.53,16.15
35.0,25.47,51.38
2.0,22.93,45.15
15.0,23.24,55.47
21.0,8.37,45.25
1.0,21.14,54.24
21.0,28.02,64.09
17.0,29.6,47.1
20.0,31.65,41.6
30.0,20.13,68.74
33.0,32.11,42.75
32.0,31.85,46.85
3.0,28.31,69.73
15.0,32.77,64.02
16.0,22.97,55.99
16.0,25.5,86.84
7.0,23.82,18.1
30.0,6.39,43.82
2.0,21.15,42.99
23.0,58.45560000000002,51.82
6.0,23.84,54.48
29.0,28.56,56.49
1.0,22.02,61.55
14.0,26.24,59.96
10.0,30.23,11.14
10.0,34.84,43.68
27.0,9.15,88.22
11.0,28.77,60.29
6.0,34.37,61.51
34.0,30.49,68.39
28.0,30.52,89.16
23.0,24.53,68.34
2.0,26.34,87.55
30.0,27.65,91.24
23.0,25.11,46.98
17.0,30.46,60.86
2.0,20.19,17.7
13.0,34.09,19.78
5.0,26.74,40.92
22.0,27.98,41.12
12.0,31.06,54.97
10.0,58.45560000000002,41.0
7.0,21.33,61.34
8.0,26.7,60.2
19.0,33.78,65.65
18.0,26.61,87.31
13.0,57.69,90.45
20.0,29.9,46.19
33.0,31.59,49.15
10.0,24.18,55.24
1.0,24.53,58.37
31.0,51.0,44.86
15.0,53.33,45.49
14.0,27.36,61.24
33.0,53.63,19.89
18.0,55.96,55.34
21.0,27.43,53.74
6.0,7.94,63.01
10.0,6.22,42.18
34.0,58.45560000000002,53.26
28.0,28.89,59.72
14.0,54.62,53.87
34.0,23.03,62.94
21.0,31.93,16.23
13.0,24.88,87.8
32.0,21.06,60.4
11.0,7.61,52.81
31.0,22.61,15.06
15.0,34.78,40.75
8.0,26.04,63.3
21.0,47.49,86.37
1.0,34.43,52.92
28.0,55.14,52.98
32.0,5.72,41.4
35.0,33.74,67.5
27.0,34.6,68.6
28.0,27.67,51.29
13.0,20.44,43.18
11.0,28.07,40.35
24.0,34.41,48.94
18.0,33.67,65.13
9.0,53.65,41.23
19.0,27.23,59.1
27.0,23.06,68.57
17.0,27.53,56.86
23.0,34.31,50.31
27.0,26.53,69.29
3.0,31.61,57.71
2.0,8.67,51.79
7.0,28.44,69.16
21.0,34.5,44.48
15.0,32.28,61.81
14.0,20.3,69.18
12.0,28.94,61.24
18.0,29.9,13.46
33.0,32.04,64.64
24.0,47.7,59.12
22.0,25.35,87.5
4.0,28.57,59.08
24.0,27.74,56.43
35.0,25.2,69.68
27.0,32.9,49.17
